location_name,location_id,province,province_id,municipality,municipality_id,location_type,page,area
Kortrijk - Kanaal,31858,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"5,9 ha"
Kortrijk - Kasteelpark 't Hooghe,31889,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"3,52 ha"
Kortrijk - Kennedybos,31886,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"16,91 ha"
Kortrijk - Kleiputten 't Hoge Kortrijk,31890,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"7,41 ha"
Kortrijk - Koningin Astridpark,31844,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"7,97 ha"
Kortrijk - Leie,31842,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"22,61 ha"
Kortrijk - Leilekkerland,190410,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,3.068 m2
Kortrijk - Magdalenapark,28557,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"4,34 ha"
Kortrijk - Natuurtuin Desloovere,71764,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"1,5 ha"
Kortrijk - Park Blauwe Poort,31896,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"4,73 ha"
Kortrijk - Park Dumoulin,28897,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"4,38 ha"
Kortrijk - Park Nolf Loofstraat,31897,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"3,0 ha"
Kortrijk - Paters Mote,31898,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"11,59 ha"
Kortrijk - Plas- en draszone Heulebeek,192009,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"1,08 ha"
Kortrijk - Sint Janskerkhof,678372,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"8,03 ha"
Kortrijk - Sint-Anna,688042,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,1.259 m2
Kortrijk – Spoorweg Kortrijk-Moeskroen,241091,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"2,82 km2"
Kortrijk – Spoorweg Kortrijk-Moeskroen - Bufferbekken Rekkembeek (Prov W-Vl),252676,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,2.073 m2
Kortrijk - Spoorwegberm Magdalenastraat,191589,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"1,96 ha"
Kortrijk - Stadsgroen Marionetten,132897,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"55,29 ha"
Kortrijk - Stadsgroen Vlasakker,31892,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"16,88 ha"
Kortrijk - Van Raemdonckpark,31859,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"6,03 ha"
Kortrijk - Venning,28555,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,"6,56 ha"
Kortrijk - Weide - Lijn 69 Noord,191785,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,255,1.308 m2
Kortrijk - Weide - Lijn 69 Zuid,191804,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,256,1.422 m2
Kortrijk - Weide - Zuidwestelijke spoorwegberm (Lijn 66),191797,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,256,3.454 m2
Kortrijk - Wolvendreef,31888,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,256,"46,04 ha"
Kortrijk-Dutsel - Kerkhof,604585,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,256,4.030 m2
Kortrijk-Dutsel - Koningsbroekpad - Vijver,134989,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,256,"11,21 ha"
Kortrijk-Dutsel - Visvijvers de Blauwmolen,134988,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,256,"14,04 ha"
Kortrijk-Dutsel (Dg),27721,Vlaams-Brabant,20.0,Holsbeek,23406.0,Deelgemeente,256,"8,58 km2"
Kozen - Hulzenveld,29676,Limburg,14.0,Alken,23446.0,Gebied,256,"2,28 km2"
Kozen (Dg),27607,Limburg,14.0,Nieuwerkerken,23485.0,Deelgemeente,256,"5,43 km2"
Kraainem,23271,Vlaams-Brabant,20.0,—,,Gemeente,256,"5,91 km2"
Kraainem - Kasteel,28455,Vlaams-Brabant,20.0,Kraainem,23271.0,Gebied,256,"14,85 ha"
Krekengebied - N2000,713747,Oost-Vlaanderen,16.0,Assenede,24206.0,Gebied,256,"7,81 km2"
Kristoffelpolder - Leopoldkanaal tssn Bellekenstr en Steneschuurbrug (3270G),29997,Oost-Vlaanderen,16.0,Watervliet (Dg),24214.0,Gebied,256,"4,38 ha"
Kristoffelpolder - Leopoldkanaal tssn Watervliet- en Bellekenstrbrug (3270F),29995,Oost-Vlaanderen,16.0,Watervliet (Dg),24214.0,Gebied,256,"7,5 ha"
Krombeke (Dg),27326,West-Vlaanderen,15.0,Roesbrugge-Haringe (Dg),24105.0,Deelgemeente,256,"8,72 km2"
Kruibeke,24126,Oost-Vlaanderen,16.0,—,,Gemeente,256,"33,44 km2"
Kruibeke - Argex (KRAR),29910,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"1,11 km2"
Kruibeke - Fort,191306,Antwerpen,17.0,Zwijndrecht,23282.0,Gebied,256,"42,96 ha"
Kruibeke - Kortbroek (KOBR),29919,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"27,04 ha"
Kruibeke - Kruibeke Polder (KRPO),28349,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"1,95 km2"
Kruibeke - Molenberg (KRMO),28348,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"4,5 km2"
Kruibeke - Pachtgoed (KRPA),29911,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"2,38 km2"
Kruibeke - Schans van Landmolen,191320,Antwerpen,17.0,Kruibeke,24126.0,Gebied,256,"2,32 ha"
Kruibeke - Schor (KRSC),29918,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"17,92 ha"
Kruibeke/Bazel - Barbierbeekvallei (KRBA),28706,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,256,"3,26 km2"
Kruibeke/Bazel - Kruibeekse en Bazelse Kreek (KRKR),29917,Oost-Vlaanderen,16.0,Kruibeke,24126.0,Gebied,257,"14,87 ha"
Kruishoutem,24182,Oost-Vlaanderen,16.0,—,,Gemeente,257,"47,28 km2"
Kruishoutem - Hazeheet,108720,Oost-Vlaanderen,16.0,Kruishoutem,24182.0,Gebied,257,"12,31 ha"
Kruishoutem - Lulhoek,108711,Oost-Vlaanderen,16.0,Kruishoutem,24182.0,Gebied,257,"6,59 ha"
Kruishoutem - Zijldegemkouter,108077,Oost-Vlaanderen,16.0,Kruishoutem,24182.0,Gebied,257,"1,54 km2"
Krumbachtal (Butgenbach)Krumbach,179119,Liège,22.0,Bütgenbach (entité),43838.0,Gebied,257,"5,74 ha"
KU Leuven - Antwerpen Campus Carolus,687980,Antwerpen,17.0,Antwerpen,91762.0,Gebied,257,4.111 m2
KU Leuven - Antwerpen Campus Jezusstraat,687981,Antwerpen,17.0,Antwerpen,91762.0,Gebied,257,1.574 m2
KU Leuven - Antwerpen Campus Sint-Jacob,687982,Antwerpen,17.0,Antwerpen,91762.0,Gebied,257,2.388 m2
KU Leuven - Bierbeek TRANSfarm,721167,Vlaams-Brabant,20.0,—,,Gebied,257,"55,31 ha"
KU Leuven - Brugge,721169,West-Vlaanderen,15.0,—,,Gebied,257,"1,81 ha"
KU Leuven - Brugge Campus VIVES Xaverianenstraat,721168,West-Vlaanderen,15.0,—,,Gebied,257,"5,03 ha"
KU Leuven - Brussel Campus Meyboom,687983,Bruxelles / Brussel,19.0,Bruxelles-ville/Brussel-Stad (Dg),24235.0,Gebied,257,2.286 m2
KU Leuven - Brussel Campus Sint-Lucas,687984,Bruxelles / Brussel,19.0,Schaerbeek/Schaarbeek,24228.0,Gebied,257,1.171 m2
KU Leuven - Brussel Campus t'Serclaes,687985,Bruxelles / Brussel,19.0,Bruxelles-ville/Brussel-Stad (Dg),24235.0,Gebied,257,3.970 m2
KU Leuven - Geel Campus Thomas More,687986,Antwerpen,17.0,Geel,23092.0,Gebied,257,"23,86 ha"
KU Leuven - Gent Campus Rabot,687987,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,257,"7,85 ha"
KU Leuven - Kortrijk Campus Kulak,687988,West-Vlaanderen,15.0,Kortrijk,24030.0,Gebied,257,"24,8 ha"
KU Leuven - Sint-Katelijne-Waver Campus De Nayer,687989,Antwerpen,17.0,Sint-Katelijne-Waver,23358.0,Gebied,257,"10,34 ha"
Kuifeend en Blokkersdijk - N2000,713751,Antwerpen,17.0,Antwerpen,91762.0,Gebied,257,"1,92 km2"
Kumtich - Grote Kouter,31110,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,257,"3,53 km2"
Kumtich - Kapittelberg,31113,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,257,"27,63 ha"
Kumtich - Kerkhof,604542,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,257,8.289 m2
Kumtich - Velpevallei - Breisembroek,31118,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,257,"89,19 ha"
Kumtich - Zijpveld - NO tak Kleinbeek,138231,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,257,"28,88 ha"
Kumtich (Dg),27761,Vlaams-Brabant,20.0,Tienen,23414.0,Deelgemeente,258,"11,81 km2"
Kumtich Terrassenlandschap,31112,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,258,"32,0 ha"
Kuringen - Herkenrode,29587,Limburg,14.0,Hasselt,23436.0,Gebied,258,"3,67 km2"
Kuringen - Kolberg - Crahay,29624,Limburg,14.0,Hasselt,23436.0,Gebied,258,"73,42 ha"
Kuringen - Kolberg - Kumpen,29621,Limburg,14.0,Hasselt,23436.0,Gebied,258,"1,26 km2"
Kuringen - Kolberg - Kuringen,29586,Limburg,14.0,Hasselt,23436.0,Gebied,258,"6,71 km2"
Kuringen - Kolberg - Rode Vijvers,29620,Limburg,14.0,Hasselt,23436.0,Gebied,258,"1,04 km2"
Kuringen - Kolberg - Sint-Jansheide,29623,Limburg,14.0,Hasselt,23436.0,Gebied,258,"2,67 km2"
Kuringen - Kolberg - Zonderik,29622,Limburg,14.0,Hasselt,23436.0,Gebied,258,"1,01 km2"
Kuringen - Prinsenhof,29588,Limburg,14.0,Hasselt,23436.0,Gebied,258,"1,21 km2"
Kuringen - Schimpen,29589,Limburg,14.0,Hasselt,23436.0,Gebied,258,"4,72 km2"
Kuringen (Dg),23438,Limburg,14.0,Kuringen (Dg),23438.0,Deelgemeente,258,"25,95 km2"
Kustbroedvogels te Zeebrugge-Heist - N2000,702067,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,258,"4,98 km2"
Kuttekoven (Dg),27632,Limburg,14.0,Borgloon,23484.0,Deelgemeente,258,"2,08 km2"
Kuurne,24034,West-Vlaanderen,15.0,—,,Gemeente,258,"10,09 km2"
Kuurne / Lendelede - Plasje Sente,675771,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"1,85 ha"
Kuurne - Bekkens Pieter Verhaeghestraat,240982,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"30,08 ha"
Kuurne - Bufferbekken Vaarnewijkbeek (Prov W-Vl) (voormalig Ezelsbekken),181103,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"6,47 ha"
Kuurne - Groene Long,31846,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"8,74 ha"
Kuurne - Heulebeekgebied,28554,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"18,46 ha"
Kuurne - Leie,31847,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"10,91 ha"
Kuurne - Molenput,28896,West-Vlaanderen,15.0,Harelbeke,24035.0,Gebied,258,"3,29 ha"
Kuurne - Oude Leie,31845,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,"12,91 ha"
Kuurne - Vlindertuin,670646,West-Vlaanderen,15.0,Kuurne,24034.0,Gebied,258,7.664 m2
Kwaadmechelen - Centrum,134199,Limburg,14.0,Ham,23495.0,Gebied,258,"2,13 km2"
Kwaadmechelen (Dg),27569,Limburg,14.0,Ham,23495.0,Deelgemeente,259,"16,38 km2"
Kwaremont - Akkers oude Kwaremont (K - 17),28779,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"2,39 km2"
Kwaremont - Beiaardbos (K - 21),30602,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"53,42 ha"
Kwaremont - Feelbos (K-16),30599,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"42,9 ha"
Kwaremont - Kalkhovenbos (K-19),30601,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"15,24 ha"
Kwaremont - Kerkenbos,247856,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"39,31 ha"
Kwaremont - Knokt,247855,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"29,21 ha"
Kwaremont - Kraai (K-18),30600,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"15,84 ha"
Kwaremont - Paterberg (K-28),30605,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Gebied,259,"1,23 km2"
Kwaremont (Dg),27536,Oost-Vlaanderen,16.0,Kluisbergen,24179.0,Deelgemeente,259,"8,64 km2"
La Bouverie,41917,Hainaut,23.0,Frameries (entité),43881.0,Deelgemeente,259,"2,94 km2"
La Bruyère (entité),43826,Namur,24.0,—,,Gemeente,259,"53,2 km2"
La Calestienne à Marche en Famenne - N2000,704538,Luxembourg,26.0,Marche-en-Famenne (entité),43915.0,Gebied,259,"38,28 ha"
La Calestienne entre Barvaux et Bomal - N2000,704497,Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,259,"3,64 km2"
La Calestienne entre Frasnes et Doische - N2000,704634,Namur,24.0,Couvin (entité),43932.0,Gebied,259,"28,71 km2"
La Calestienne entre Hotton et Oppagne - N2000,704493,Luxembourg,26.0,Erezée (entité),43907.0,Gebied,259,"1,09 km2"
La Calestienne entre Marenne et Hotton - N2000,704478,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,259,"2,93 km2"
La Calestienne entre Oppagne et Barvaux - N2000,704407,Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,259,"2,59 km2"
La Chapelle,241754,Liège,22.0,Plombières (entité),43720.0,Gebied,259,"9,51 ha"
la Chiers - à Athus,72876,Luxembourg,26.0,Aubange (entité),43968.0,Gebied,259,"4,56 ha"
La Colline,241226,Luxembourg,26.0,Habay (entité),43959.0,Gebied,259,"5,08 ha"
La Collyre (Houyet; Rochefort),179614,Namur,24.0,Houyet (entité),43919.0,Gebied,259,"16,33 ha"
La Coulée,241528,Liège,22.0,Modave (entité),43843.0,Gebied,259,"23,13 ha"
La Crête,73126,Liège,22.0,Hamoir (entité),43865.0,Gebied,259,"1,89 ha"
La croix de la grise - Havinnes,84138,Hainaut,23.0,Tournai (entité),43768.0,Gebied,259,"14,75 ha"
La Devinière,241646,Hainaut,23.0,Fleurus (entité),43836.0,Gebied,260,"7,27 ha"
La Fagne entre Bailièvre et Robechies - N2000,713782,Hainaut,23.0,Chimay (entité),43933.0,Gebied,260,"3,21 km2"
La Falie (réserve naturelle),615559,Liège,22.0,Nandrin (entité),43833.0,Gebied,260,"1,19 ha"
La Famenne entre Eprave et Havrenne - N2000,704633,Namur,24.0,Marche-en-Famenne (entité),43915.0,Gebied,260,"25,19 km2"
La Flache (Nassogne),179933,Luxembourg,26.0,Nassogne (entité),43929.0,Gebied,260,"31,59 ha"
La folie - Martelange,133861,Luxembourg,26.0,Martelange (entité),43955.0,Gebied,260,"48,8 ha"
La Fondroûle (Lierneux),179180,Liège,22.0,Lierneux (entité),43899.0,Gebied,260,"44,09 ha"
La Forêt de Soignes avec lisières et domaines boisés avoisinants et la … - N2000,687681,Bruxelles / Brussel,19.0,Auderghem/Oudergem,23167.0,Gebied,260,"20,71 km2"
La Fourbe,241492,Liège,22.0,Comblain-au-Pont (entité),43849.0,Gebied,260,"4,52 ha"
La Gileppe - N2000,702074,Liège,22.0,Baelen (entité),43780.0,Gebied,260,"11,74 km2"
La Glanerie,23943,Hainaut,23.0,Rumes (entité),43824.0,Deelgemeente,260,"5,51 km2"
La Gleize,42246,Liège,22.0,Stoumont (entité),43862.0,Deelgemeente,260,"41,75 km2"
La Gotale (réserve naturelle),73048,Luxembourg,26.0,Manhay (entité),43897.0,Gebied,260,"31,97 ha"
La Goutelle (réserve naturelle),252458,Namur,24.0,Bièvre (entité),43947.0,Gebied,260,"5,32 ha"
La Grande Carrière (Yvoir),179364,Namur,24.0,Yvoir (entité),43901.0,Gebied,260,"9,31 ha"
La Grande Fange et le Sacrawé (Vielsalm),179198,Luxembourg,26.0,Vielsalm (entité),43905.0,Gebied,260,"2,82 km2"
La Hauge (Gedinne),180046,Namur,24.0,Gedinne (entité),43942.0,Gebied,260,"6,32 ha"
"La Haute Roche, Les Vaux et Maiselle (Viroinval)",179092,Namur,24.0,Viroinval (entité),43937.0,Gebied,260,"58,43 ha"
La Hestre,41896,Hainaut,23.0,Manage (entité),43847.0,Deelgemeente,260,"1,64 km2"
La Hoëgne de Solwaster à Polleur,686682,Liège,22.0,Jalhay (entité),43809.0,Gebied,260,"70,87 ha"
La Holzwarche de Krinkelt au barrage de Bütgenbach,686799,Liège,22.0,Büllingen (entité),43850.0,Gebied,260,"51,1 ha"
La Houillette à Louette-Saint-Pierre (Gedinne),180109,Namur,24.0,Gedinne (entité),43942.0,Gebied,260,"43,4 ha"
La Houillette entre Louette-Saint-Denis et Gedinne (Gedinne),180116,Namur,24.0,Gedinne (entité),43942.0,Gebied,260,"30,68 ha"
La Hulle du moulin du Page à la Houille,687565,Namur,24.0,Gedinne (entité),43942.0,Gebied,260,"38,75 ha"
La Hulpe,43453,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Deelgemeente,260,"15,43 km2"
La Hulpe - Hotel Dolce,600062,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Gebied,261,"24,78 ha"
La Hulpe (entité),43728,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Gemeente,261,"15,45 km2"
La Hulpe (Etang de la Ferme),72842,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Gebied,261,"3,57 ha"
La Hulpe (Etang Decellier),72843,Brabant Wallon,25.0,La Hulpe (entité),43728.0,project-Gebied,261,"7,49 ha"
La Hulpe (Etang du Gris moulin),72845,Brabant Wallon,25.0,La Hulpe (entité),43728.0,project-Gebied,261,"21,34 ha"
La Hulpe (Etang Longue Queue),72844,Brabant Wallon,25.0,La Hulpe (entité),43728.0,project-Gebied,261,"6,57 ha"
La Hulpe (Etang Massol),672006,Brabant Wallon,25.0,La Hulpe (entité),43728.0,project-Gebied,261,"5,0 ha"
La Hulpe (Grand étang),42917,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Gebied,261,"13,57 ha"
La Justice,241416,Namur,24.0,Somme-Leuze (entité),43891.0,Gebied,261,"11,58 ha"
la Lasne - tronçon aval de Rosières,72848,Brabant Wallon,25.0,Rixensart (entité),43734.0,Gebied,261,"3,55 ha"
la Lasne - tronçon de Lasne à Rosières,72847,Brabant Wallon,25.0,Rixensart (entité),43734.0,Gebied,261,"32,84 ha"
la Lasne - tronçon de Plancenoit à Lasne,72846,Brabant Wallon,25.0,Lasne (entité),43748.0,Gebied,261,"20,67 ha"
La Lienne du pont de Hierlot au pont de Vilettes,686804,Liège,22.0,Lierneux (entité),43899.0,Gebied,261,"57,65 ha"
La Louvière,41972,Hainaut,23.0,La Louvière (entité),43845.0,Deelgemeente,261,"8,75 km2"
La Louvière (entité),43845,Hainaut,23.0,La Louvière (entité),43845.0,Gemeente,261,"64,26 km2"
La Mandebras à Thibessart (Léglise),180058,Luxembourg,26.0,Léglise (entité),43953.0,Gebied,261,"9,37 ha"
La Marache (réserve naturelle),73030,Brabant Wallon,25.0,Lasne (entité),43748.0,Gebied,261,"1,17 ha"
La Neuve Voie (réserve naturelle),252377,Luxembourg,26.0,Bouillon (entité),43954.0,Gebied,261,"10,44 ha"
La Perche,241343,Namur,24.0,Namur (entité),43840.0,Gebied,261,"13,13 ha"
La Petite Bruyère,241324,Hainaut,23.0,Mons (entité),43852.0,Gebied,261,"8,95 ha"
La Picherotte (réserve naturelle),676503,Luxembourg,26.0,—,,Gebied,261,"11,67 ha"
La Planque - Flobecq,110239,Hainaut,23.0,Flobecq (entité),43717.0,Gebied,261,"18,13 ha"
La Planque et La Bruyère (Flobecq; Ellezelles),179237,Hainaut,23.0,Flobecq (entité),43717.0,Gebied,261,"18,51 ha"
La Plarie (Brunehaut; Antoing),179853,Hainaut,23.0,Brunehaut (entité),43827.0,Gebied,261,"1,93 km2"
La Platinerie à Bonnert (Arlon),179711,Luxembourg,26.0,Arlon (entité),43962.0,Gebied,261,"22,87 ha"
La Poudrière (Gembloux),179988,Namur,24.0,Gembloux (entité),43807.0,Gebied,262,"6,66 ha"
La Praie (Ham-sur-Heure-Nalinnes),179597,Hainaut,23.0,Ham-sur-Heure-Nalinnes (entité),43904.0,Gebied,262,"6,15 ha"
La Prée (réserve naturelle),252442,Namur,24.0,Couvin (entité),43932.0,Gebied,262,"6,84 km2"
La Reid,42251,Liège,22.0,Theux (entité),43823.0,Deelgemeente,262,"34,24 km2"
La Roanneuse,241667,Liège,22.0,Stavelot (entité),43856.0,Gebied,262,"99,54 ha"
La Roche à l'Appel (Florenville),179097,Luxembourg,26.0,Florenville (entité),43961.0,Gebied,262,"2,75 km2"
La Roche qui Tourne (Sambreville),179637,Namur,24.0,Sambreville (entité),43859.0,Gebied,262,"7,41 ha"
La Roche Trouée (réserve naturelle),73538,Namur,24.0,Viroinval (entité),43937.0,Gebied,262,"8,48 ha"
La Roche-en-Ardenne,43581,Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Deelgemeente,262,"24,2 km2"
La Roche-en-Ardenne (entité),43925,Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Gemeente,262,145 km2
La Roche-en-Ardenne et Ortho (Bertogne; La Roche-en-Ardenne),179131,Luxembourg,26.0,Bertogne (entité),43936.0,Gebied,262,"21,06 ha"
La Rochette (Yvoir),179363,Namur,24.0,Yvoir (entité),43901.0,Gebied,262,"9,01 ha"
La Roquette,241699,Hainaut,23.0,Honnelles (entité),43893.0,Gebied,262,"15,43 ha"
La Roquette,247130,Hainaut,23.0,Honnelles (entité),43893.0,Gebied,262,"2,25 ha"
La Rue de Küchelscheid à Am Grünen Kloster,686800,Liège,22.0,Bütgenbach (entité),43838.0,Gebied,262,"45,79 ha"
la Rulles - tronçon de Tintigny à Habay-la-Vieille,72873,Luxembourg,26.0,Habay (entité),43959.0,Gebied,262,"64,7 ha"
La Salm de Grand Halleux à Trois-Ponts,686801,Liège,22.0,Trois-Ponts (entité),43890.0,Gebied,262,"58,0 ha"
La Source Vive (Lasne),179242,Brabant Wallon,25.0,Lasne (entité),43748.0,Gebied,262,"5,03 ha"
La Soye (Florenville; Meix-devant-Virton; Tintigny),179512,Luxembourg,26.0,Meix-devant-Virton (entité),43967.0,Gebied,262,"35,99 ha"
La vallée des castors,241797,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,262,"2,31 ha"
La Vanne Logeai (Bièvre; Gedinne),180047,Namur,24.0,Gedinne (entité),43942.0,Gebied,262,"15,16 ha"
La vellerie,142787,Hainaut,23.0,Mouscron (entité),43721.0,Gebied,262,"8,96 ha"
La Wampe à Harveng,672016,Hainaut,23.0,Mons (entité),43852.0,Gebied,262,"64,18 ha"
Laakdal,91756,Antwerpen,17.0,—,,Gemeente,262,"42,45 km2"
Laakdal - Industriezone Biezenhoed en Langvoort,138692,Antwerpen,17.0,Laakdal,91756.0,Gebied,262,"2,96 km2"
Laakdal - Paardsbossen,28597,Antwerpen,17.0,Laakdal,91756.0,Gebied,263,"79,46 ha"
Laambeekvallei - Hellebroekvijvers,94488,Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"1,51 ha"
Laambeekvallei - Laambroekvijvers (LiLa),94491,Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"27,44 ha"
Laambeekvallei - Oost,28692,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"19,75 km2"
Laambeekvallei - Oost - Bolderberg (LiLa),94489,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"2,25 km2"
Laambeekvallei - Oost - Brelaarheide (LiLa),28689,Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"77,21 ha"
Laambeekvallei - Oost - Geelberg (LiLa),29765,Limburg,14.0,Zonhoven,23440.0,Gebied,263,"54,46 ha"
Laambeekvallei - Oost - Kolveren (LiLa),29766,Limburg,14.0,Zonhoven,23440.0,Gebied,263,"1,01 km2"
Laambeekvallei - Oost - Laambroeken - Oost (LiLa),28690,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"1,38 km2"
Laambeekvallei - Oost - Laambroeken (LiLa),94469,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"2,06 km2"
Laambeekvallei - Oost - Laambroeken-West (LiLa),29767,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"67,64 ha"
Laambeekvallei - Oost - Waterlozen (LiLa),29768,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"88,7 ha"
Laambeekvallei - West,29772,Limburg,14.0,Lummen,23445.0,Gebied,263,"5,88 km2"
Laambeekvallei - West - Tiewinkel (LiLa),94473,Limburg,14.0,Lummen,23445.0,Gebied,263,"1,87 km2"
Laambeekvallei - West - Tiewinkel Oost - Groene Delle kanaalzone,670359,Limburg,14.0,Hasselt,23436.0,Gebied,263,"34,42 ha"
Laambeekvallei - West - Tiewinkel Oost (LiLa),29773,Limburg,14.0,Hasselt,23436.0,Gebied,263,"1,08 km2"
Laambeekvallei - West - Tiewinkel West (LiLa),28693,Limburg,14.0,Lummen,23445.0,Gebied,263,"87,53 ha"
Laar - Kerkhof,604568,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,263,2.413 m2
Laar (Dg),27797,Vlaams-Brabant,20.0,Landen,23424.0,Deelgemeente,263,"3,05 km2"
Laarne,24139,Oost-Vlaanderen,16.0,—,,Gemeente,263,"32,62 km2"
Laarne - Centrum en omgeving,30762,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"3,93 km2"
Laarne - Heesvelde,30763,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"3,34 km2"
Laarne - Kasteelhoek,30764,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"72,92 ha"
Laarne - Maanbeek-Laresloot (Prov. Oost-Vlaanderen),613787,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"21,9 km2"
Laarne - Meerskant en Zand,28800,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"6,13 km2"
Laarne - Rodenhoek,30760,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,264,"2,47 km2"
Laarne - Slot,30765,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,264,"1,23 km2"
Laarne - Voedselbos Tempertuin,721395,Oost-Vlaanderen,16.0,—,,Gebied,264,"3,2 ha"
